,Apprehension Date,Continent,arrests,week_rolling_avg
1953,2025-10-04,South America,86,111.0
1954,2025-10-05,Africa,2,111.0
1955,2025-10-05,Asia,23,90.0
1956,2025-10-05,Europe,6,91.0
1957,2025-10-05,North America,440,151.0
1958,2025-10-05,South America,63,159.0
1959,2025-10-06,Africa,23,92.0
1960,2025-10-06,Asia,51,87.0
1961,2025-10-06,Europe,13,88.0
1962,2025-10-06,North America,731,190.0
1963,2025-10-06,Oceania,2,189.0
1964,2025-10-06,South America,155,148.0
1965,2025-10-07,Africa,21,142.0
1966,2025-10-07,Asia,48,146.0
1967,2025-10-07,Europe,20,141.0
1968,2025-10-07,North America,959,277.0
1969,2025-10-07,South America,212,202.0
1970,2025-10-08,Africa,22,205.0
1971,2025-10-08,Asia,65,192.0
1972,2025-10-08,Europe,29,194.0
1973,2025-10-08,North America,1024,333.0
1974,2025-10-08,South America,234,364.0
1975,2025-10-09,Africa,26,230.0
1976,2025-10-09,Asia,57,208.0
1977,2025-10-09,Europe,15,207.0
1978,2025-10-09,North America,932,331.0
1979,2025-10-09,Oceania,1,327.0
1980,2025-10-09,South America,178,206.0
1981,2025-10-10,Africa,12,174.0
1982,2025-10-10,Asia,66,180.0
1983,2025-10-10,Europe,16,174.0
1984,2025-10-10,North America,979,312.0
1985,2025-10-10,Oceania,1,179.0
1986,2025-10-10,South America,163,202.0
1987,2025-10-11,Africa,5,177.0
1988,2025-10-11,Asia,24,179.0
1989,2025-10-11,Europe,13,172.0
1990,2025-10-11,North America,401,227.0
1991,2025-10-11,South America,68,96.0
1992,2025-10-12,Africa,8,97.0
1993,2025-10-12,Asia,17,77.0
1994,2025-10-12,Europe,7,77.0
1995,2025-10-12,North America,400,131.0
1996,2025-10-12,South America,77,140.0
1997,2025-10-13,Africa,8,84.0
1998,2025-10-13,Asia,24,77.0
1999,2025-10-13,Europe,11,78.0
2000,2025-10-13,North America,535,152.0
2001,2025-10-13,Oceania,1,151.0
2002,2025-10-13,South America,92,107.0
2003,2025-10-14,Africa,34,101.0
2004,2025-10-14,Asia,82,111.0
2005,2025-10-14,Europe,18,110.0
2006,2025-10-14,North America,950,245.0
2007,2025-10-14,South America,205,197.0
2008,2025-10-15,Africa,20,200.0
2009,2025-10-15,Asia,74,198.0
2010,2025-10-15,Europe,13,195.0
2011,2025-10-15,North America,1105,341.0
2012,2025-10-15,Oceania,2,338.0
2013,2025-10-15,South America,246,238.0
2014,2025-10-16,Africa,29,213.0
2015,2025-10-16,Asia,66,219.0
2016,2025-10-16,Europe,27,213.0
2017,2025-10-16,North America,983,351.0
2018,2025-10-16,South America,169,217.0
2019,2025-10-17,Africa,31,222.0
2020,2025-10-17,Asia,83,198.0
2021,2025-10-17,Europe,8,195.0
2022,2025-10-17,North America,1016,331.0
2023,2025-10-17,South America,160,350.0
2024,2025-10-18,Africa,6,210.0
2025,2025-10-18,Asia,26,190.0
2026,2025-10-18,Europe,11,187.0
2027,2025-10-18,North America,423,236.0
2028,2025-10-18,South America,88,247.0
2029,2025-10-19,Africa,12,104.0
2030,2025-10-19,Asia,25,84.0
2031,2025-10-19,Europe,10,85.0
2032,2025-10-19,North America,435,143.0
2033,2025-10-19,South America,58,150.0
2034,2025-10-20,Africa,32,94.0
2035,2025-10-20,Asia,52,89.0
2036,2025-10-20,Europe,16,90.0
2037,2025-10-20,North America,868,210.0
2038,2025-10-20,South America,147,230.0
2039,2025-10-21,Africa,26,171.0
2040,2025-10-21,Asia,60,172.0
2041,2025-10-21,Europe,25,171.0
2042,2025-10-21,North America,1099,320.0
2043,2025-10-21,Oceania,2,318.0
2044,2025-10-21,South America,202,223.0
2045,2025-10-22,Africa,36,207.0
2046,2025-10-22,Asia,65,213.0
2047,2025-10-22,Europe,30,208.0
2048,2025-10-22,North America,1076,359.0
2049,2025-10-22,Oceania,2,202.0
2050,2025-10-22,South America,225,234.0
2051,2025-10-23,Africa,32,209.0
2052,2025-10-23,Asia,73,215.0
2053,2025-10-23,Europe,21,208.0
2054,2025-10-23,North America,1025,351.0
2055,2025-10-23,Oceania,1,197.0
2056,2025-10-23,South America,217,228.0
2057,2025-10-24,Africa,27,199.0
2058,2025-10-24,Asia,53,202.0
2059,2025-10-24,Europe,18,195.0
2060,2025-10-24,North America,968,330.0
2061,2025-10-24,Oceania,1,184.0
2062,2025-10-24,South America,215,214.0
2063,2025-10-25,Africa,9,184.0
2064,2025-10-25,Asia,42,187.0
2065,2025-10-25,Europe,9,180.0
2066,2025-10-25,North America,695,277.0
2067,2025-10-25,Oceania,1,139.0
2068,2025-10-25,South America,142,159.0
2069,2025-10-26,Africa,8,129.0
2070,2025-10-26,Asia,26,132.0
2071,2025-10-26,Europe,9,127.0
2072,2025-10-26,North America,613,213.0
2073,2025-10-26,Oceania,1,114.0
2074,2025-10-26,South America,135,133.0
2075,2025-10-27,Africa,26,117.0
2076,2025-10-27,Asia,71,126.0
2077,2025-10-27,Europe,20,125.0
2078,2025-10-27,North America,930,257.0
2079,2025-10-27,South America,201,198.0
2080,2025-10-28,Africa,25,201.0
2081,2025-10-28,Asia,74,192.0
2082,2025-10-28,Europe,20,192.0
2083,2025-10-28,North America,1143,345.0
2084,2025-10-28,Oceania,1,342.0
2085,2025-10-28,South America,228,242.0
2086,2025-10-29,Africa,22,216.0
2087,2025-10-29,Asia,88,225.0
2088,2025-10-29,Europe,18,217.0
2089,2025-10-29,North America,1275,396.0
2090,2025-10-29,Oceania,1,233.0
2091,2025-10-29,South America,258,270.0
2092,2025-10-30,Africa,31,242.0
2093,2025-10-30,Asia,87,251.0
2094,2025-10-30,Europe,21,242.0
2095,2025-10-30,North America,1256,418.0
2096,2025-10-30,Oceania,2,237.0
2097,2025-10-30,South America,209,266.0
2098,2025-10-31,Africa,23,233.0
2099,2025-10-31,Asia,49,235.0
2100,2025-10-31,Europe,22,226.0
2101,2025-10-31,North America,963,361.0
2102,2025-10-31,Oceania,2,181.0
2103,2025-10-31,South America,134,200.0
2104,2025-11-01,Africa,14,172.0
2105,2025-11-01,Asia,27,173.0
2106,2025-11-01,Europe,10,167.0
2107,2025-11-01,North America,670,260.0
2108,2025-11-01,Oceania,1,123.0
2109,2025-11-01,South America,115,139.0
2110,2025-11-02,Africa,9,121.0
2111,2025-11-02,Asia,17,121.0
2112,2025-11-02,Europe,8,119.0
2113,2025-11-02,North America,642,209.0
2114,2025-11-02,Oceania,1,113.0
2115,2025-11-02,South America,98,127.0
2116,2025-11-03,Africa,32,115.0
2117,2025-11-03,Asia,52,121.0
2118,2025-11-03,Europe,12,121.0
2119,2025-11-03,North America,959,257.0
2120,2025-11-03,South America,145,186.0
2121,2025-11-04,Africa,46,192.0
2122,2025-11-04,Asia,69,188.0
2123,2025-11-04,Europe,32,188.0
2124,2025-11-04,North America,1138,343.0
2125,2025-11-04,South America,207,371.0
2126,2025-11-05,Africa,33,239.0
2127,2025-11-05,Asia,70,228.0
2128,2025-11-05,Europe,23,225.0
2129,2025-11-05,North America,1185,384.0
2130,2025-11-05,Oceania,1,380.0
2131,2025-11-05,South America,261,254.0
2132,2025-11-06,Africa,26,228.0
2133,2025-11-06,Asia,84,236.0
2134,2025-11-06,Europe,19,228.0
2135,2025-11-06,North America,1090,381.0
2136,2025-11-06,Oceania,2,212.0
2137,2025-11-06,South America,218,243.0
2138,2025-11-07,Africa,19,208.0
2139,2025-11-07,Asia,68,214.0
2140,2025-11-07,Europe,16,205.0
2141,2025-11-07,North America,1017,347.0
2142,2025-11-07,Oceania,2,192.0
2143,2025-11-07,South America,199,220.0
2144,2025-11-08,Africa,5,189.0
2145,2025-11-08,Asia,31,191.0
2146,2025-11-08,Europe,6,182.0
2147,2025-11-08,North America,612,267.0
2148,2025-11-08,Oceania,2,122.0
2149,2025-11-08,South America,112,138.0
2150,2025-11-09,Africa,4,110.0
2151,2025-11-09,Asia,28,114.0
2152,2025-11-09,Europe,6,110.0
2153,2025-11-09,North America,507,182.0
2154,2025-11-09,South America,72,104.0
2155,2025-11-10,Africa,18,107.0
2156,2025-11-10,Asia,70,101.0
2157,2025-11-10,Europe,18,103.0
2158,2025-11-10,North America,874,224.0
2159,2025-11-10,South America,191,250.0
2160,2025-11-11,Africa,12,179.0
2161,2025-11-11,Asia,77,180.0
2162,2025-11-11,Europe,15,180.0
2163,2025-11-11,North America,721,273.0
2164,2025-11-11,South America,113,286.0
2165,2025-11-12,Africa,21,164.0
2166,2025-11-12,Asia,84,149.0
2167,2025-11-12,Europe,18,150.0
2168,2025-11-12,North America,1024,285.0
2169,2025-11-12,South America,236,317.0
2170,2025-11-13,Africa,23,217.0
2171,2025-11-13,Asia,86,213.0
2172,2025-11-13,Europe,15,212.0
2173,2025-11-13,North America,1042,349.0
2174,2025-11-13,South America,234,380.0
2175,2025-11-14,Africa,22,237.0
2176,2025-11-14,Asia,68,213.0
2177,2025-11-14,Europe,16,212.0
2178,2025-11-14,North America,1013,344.0
2179,2025-11-14,South America,184,368.0
2180,2025-11-15,Africa,13,221.0
2181,2025-11-15,Asia,38,193.0
2182,2025-11-15,Europe,9,192.0
2183,2025-11-15,North America,624,271.0
2184,2025-11-15,Oceania,2,269.0
2185,2025-11-15,South America,88,137.0
2186,2025-11-16,Africa,8,112.0
2187,2025-11-16,Asia,35,115.0
2188,2025-11-16,Europe,11,111.0
2189,2025-11-16,North America,592,194.0
2190,2025-11-16,Oceania,1,105.0
2191,2025-11-16,South America,148,126.0
2192,2025-11-17,Africa,19,116.0
2193,2025-11-17,Asia,57,123.0
2194,2025-11-17,Europe,19,121.0
2195,2025-11-17,North America,1005,263.0
2196,2025-11-17,South America,248,214.0
2197,2025-11-18,Africa,38,219.0
2198,2025-11-18,Asia,69,208.0
2199,2025-11-18,Europe,26,209.0
2200,2025-11-18,North America,1086,356.0
2201,2025-11-18,Oceania,1,353.0
2202,2025-11-18,South America,269,248.0
2203,2025-11-19,Africa,25,216.0
2204,2025-11-19,Asia,90,224.0
2205,2025-11-19,Europe,19,217.0
2206,2025-11-19,North America,1121,373.0
2207,2025-11-19,South America,229,251.0
2208,2025-11-20,Africa,26,254.0
2209,2025-11-20,Asia,72,226.0
2210,2025-11-20,Europe,33,227.0
2211,2025-11-20,North America,1148,378.0
2212,2025-11-20,Oceania,1,376.0
2213,2025-11-20,South America,219,247.0
2214,2025-11-21,Africa,24,218.0
2215,2025-11-21,Asia,53,221.0
2216,2025-11-21,Europe,27,215.0
2217,2025-11-21,North America,1041,359.0
2218,2025-11-21,South America,209,225.0
2219,2025-11-22,Africa,10,226.0
2220,2025-11-22,Asia,36,200.0
2221,2025-11-22,Europe,7,198.0
2222,2025-11-22,North America,571,272.0
2223,2025-11-22,South America,89,280.0
2224,2025-11-23,Africa,8,133.0
2225,2025-11-23,Asia,19,106.0
2226,2025-11-23,Europe,5,105.0
2227,2025-11-23,North America,478,168.0
2228,2025-11-23,South America,90,180.0
2229,2025-11-24,Africa,17,101.0
2230,2025-11-24,Asia,57,96.0
2231,2025-11-24,Europe,21,98.0
2232,2025-11-24,North America,810,211.0
2233,2025-11-24,Oceania,1,211.0
2234,2025-11-24,South America,173,167.0
2235,2025-11-25,Africa,31,159.0
2236,2025-11-25,Asia,64,165.0
2237,2025-11-25,Europe,17,160.0
2238,2025-11-25,North America,998,299.0
2239,2025-11-25,Oceania,2,184.0
2240,2025-11-25,South America,192,211.0
2241,2025-11-26,Africa,22,189.0
2242,2025-11-26,Asia,57,193.0
2243,2025-11-26,Europe,19,187.0
2244,2025-11-26,North America,959,321.0
2245,2025-11-26,South America,201,207.0
2246,2025-11-27,Africa,11,209.0
2247,2025-11-27,Asia,27,185.0
2248,2025-11-27,Europe,13,184.0
2249,2025-11-27,North America,374,229.0
2250,2025-11-27,South America,75,237.0
2251,2025-11-28,Africa,11,102.0
2252,2025-11-28,Asia,28,77.0
2253,2025-11-28,Europe,7,76.0
2254,2025-11-28,North America,561,153.0
2255,2025-11-28,South America,102,165.0
2256,2025-11-29,Africa,6,113.0
2257,2025-11-29,Asia,29,106.0
2258,2025-11-29,Europe,10,106.0
2259,2025-11-29,North America,357,153.0
2260,2025-11-29,South America,67,162.0
2261,2025-11-30,Africa,9,83.0
2262,2025-11-30,Asia,18,71.0
2263,2025-11-30,Europe,3,70.0
2264,2025-11-30,North America,314,111.0
2265,2025-11-30,Oceania,1,110.0
2266,2025-11-30,South America,45,65.0
2267,2025-12-01,Africa,30,60.0
2268,2025-12-01,Asia,75,69.0
2269,2025-12-01,Europe,14,69.0
2270,2025-12-01,North America,826,186.0
2271,2025-12-01,Oceania,1,142.0
2272,2025-12-01,South America,195,169.0
2273,2025-12-02,Africa,34,168.0
2274,2025-12-02,Asia,128,182.0
2275,2025-12-02,Europe,23,174.0
2276,2025-12-02,North America,998,315.0
2277,2025-12-02,Oceania,1,197.0
2278,2025-12-02,South America,245,232.0
2279,2025-12-03,Africa,46,211.0
2280,2025-12-03,Asia,102,220.0
2281,2025-12-03,Europe,28,206.0
2282,2025-12-03,North America,1241,380.0
2283,2025-12-03,Oceania,2,238.0
2284,2025-12-03,South America,264,275.0
2285,2025-12-04,Africa,42,246.0
2286,2025-12-04,Asia,102,254.0
2287,2025-12-04,Europe,25,243.0
2288,2025-12-04,North America,1269,421.0
2289,2025-12-04,Oceania,4,244.0
2290,2025-12-04,South America,277,283.0
2291,2025-12-05,Africa,32,250.0
2292,2025-12-05,Asia,95,258.0
2293,2025-12-05,Europe,14,245.0
2294,2025-12-05,North America,1084,396.0
2295,2025-12-05,South America,240,249.0
2296,2025-12-06,Africa,17,251.0
2297,2025-12-06,Asia,30,216.0
2298,2025-12-06,Europe,15,214.0
2299,2025-12-06,North America,669,296.0
2300,2025-12-06,South America,146,314.0
2301,2025-12-07,Africa,8,161.0
2302,2025-12-07,Asia,21,129.0
2303,2025-12-07,Europe,6,128.0
2304,2025-12-07,North America,567,205.0
2305,2025-12-07,South America,102,217.0
2306,2025-12-08,Africa,26,125.0
2307,2025-12-08,Asia,111,120.0
2308,2025-12-08,Europe,18,122.0
2309,2025-12-08,North America,874,243.0
2310,2025-12-08,South America,182,269.0
2311,2025-12-09,Africa,32,192.0
2312,2025-12-09,Asia,102,192.0
2313,2025-12-09,Europe,32,193.0
2314,2025-12-09,North America,998,320.0
2315,2025-12-09,Oceania,3,318.0
2316,2025-12-09,South America,253,229.0
2317,2025-12-10,Africa,23,206.0
2318,2025-12-10,Asia,138,221.0
2319,2025-12-10,Europe,22,210.0
2320,2025-12-10,North America,1092,361.0
2321,2025-12-10,Oceania,2,219.0
2322,2025-12-10,South America,233,252.0
2323,2025-12-11,Africa,38,221.0
2324,2025-12-11,Asia,112,234.0
2325,2025-12-11,Europe,34,219.0
2326,2025-12-11,North America,1203,388.0
2327,2025-12-11,South America,265,270.0
2328,2025-12-12,Africa,28,273.0
2329,2025-12-12,Asia,74,251.0
2330,2025-12-12,Europe,23,248.0
2331,2025-12-12,North America,1105,390.0
2332,2025-12-12,Oceania,2,386.0
2333,2025-12-12,South America,213,244.0
2334,2025-12-13,Africa,8,208.0
2335,2025-12-13,Asia,26,207.0
2336,2025-12-13,Europe,10,198.0
2337,2025-12-13,North America,685,293.0
2338,2025-12-13,Oceania,1,135.0
2339,2025-12-13,South America,128,153.0
2340,2025-12-14,Africa,13,124.0
2341,2025-12-14,Asia,20,126.0
2342,2025-12-14,Europe,8,124.0
2343,2025-12-14,North America,516,196.0
2344,2025-12-14,South America,102,113.0
2345,2025-12-15,Africa,31,117.0
2346,2025-12-15,Asia,73,109.0
2347,2025-12-15,Europe,11,109.0
2348,2025-12-15,North America,847,227.0
2349,2025-12-15,South America,220,257.0
2350,2025-12-16,Africa,35,188.0
2351,2025-12-16,Asia,85,186.0
2352,2025-12-16,Europe,26,185.0
2353,2025-12-16,North America,1108,333.0
2354,2025-12-16,Oceania,2,332.0
2355,2025-12-16,South America,224,243.0
2356,2025-12-17,Africa,37,217.0
2357,2025-12-17,Asia,78,223.0
2358,2025-12-17,Europe,21,214.0
2359,2025-12-17,North America,1204,382.0
2360,2025-12-17,Oceania,2,224.0
2361,2025-12-17,South America,245,259.0
2362,2025-12-18,Africa,39,232.0
2363,2025-12-18,Asia,93,240.0
2364,2025-12-18,Europe,13,231.0
2365,2025-12-18,North America,1263,408.0
2366,2025-12-18,South America,253,273.0
2367,2025-12-19,Africa,18,275.0
2368,2025-12-19,Asia,50,247.0
2369,2025-12-19,Europe,21,244.0
2370,2025-12-19,North America,1033,379.0
2371,2025-12-19,Oceania,2,377.0
2372,2025-12-19,South America,225,229.0
2373,2025-12-20,Africa,9,194.0
2374,2025-12-20,Asia,38,197.0
2375,2025-12-20,Europe,1,190.0
2376,2025-12-20,North America,606,273.0
2377,2025-12-20,South America,109,141.0
2378,2025-12-21,Africa,5,142.0
2379,2025-12-21,Asia,23,113.0
2380,2025-12-21,Europe,9,113.0
2381,2025-12-21,North America,485,177.0
2382,2025-12-21,South America,83,189.0
2383,2025-12-22,Africa,18,105.0
2384,2025-12-22,Asia,53,97.0
2385,2025-12-22,Europe,20,99.0
2386,2025-12-22,North America,746,202.0
2387,2025-12-22,Oceania,1,201.0
2388,2025-12-22,South America,153,153.0
2389,2025-12-23,Africa,19,144.0
2390,2025-12-23,Asia,44,148.0
2391,2025-12-23,Europe,16,143.0
2392,2025-12-23,North America,1076,294.0
2393,2025-12-23,Oceania,3,187.0
2394,2025-12-23,South America,229,220.0
2395,2025-12-24,Africa,15,200.0
2396,2025-12-24,Asia,30,202.0
2397,2025-12-24,Europe,18,198.0
2398,2025-12-24,North America,701,296.0
2399,2025-12-24,South America,124,160.0
2400,2025-12-25,Africa,5,160.0
2401,2025-12-25,Asia,25,131.0
2402,2025-12-25,Europe,2,129.0
2403,2025-12-25,North America,272,164.0
2404,2025-12-25,South America,58,170.0
2405,2025-12-26,Africa,8,71.0
2406,2025-12-26,Asia,34,58.0
2407,2025-12-26,Europe,8,58.0
2408,2025-12-26,North America,580,137.0
2409,2025-12-26,Oceania,1,137.0
2410,2025-12-26,South America,118,115.0
2411,2025-12-27,Africa,5,108.0
2412,2025-12-27,Asia,23,110.0
2413,2025-12-27,Europe,6,106.0
2414,2025-12-27,North America,476,173.0
2415,2025-12-27,South America,81,101.0
2416,2025-12-28,Africa,1,101.0
2417,2025-12-28,Asia,21,88.0
2418,2025-12-28,Europe,5,88.0
2419,2025-12-28,North America,380,139.0
2420,2025-12-28,Oceania,1,138.0
2421,2025-12-28,South America,76,81.0
2422,2025-12-29,Africa,22,72.0
2423,2025-12-29,Asia,39,78.0
2424,2025-12-29,Europe,23,78.0
2425,2025-12-29,North America,731,182.0
2426,2025-12-29,South America,176,153.0
2427,2025-12-30,Africa,17,155.0
2428,2025-12-30,Asia,61,153.0
2429,2025-12-30,Europe,23,153.0
2430,2025-12-30,North America,912,278.0
2431,2025-12-30,Oceania,1,274.0
2432,2025-12-30,South America,204,199.0
2433,2025-12-31,Africa,16,176.0
2434,2025-12-31,Asia,36,179.0
2435,2025-12-31,Europe,17,173.0
2436,2025-12-31,North America,780,281.0
2437,2025-12-31,Oceania,3,151.0
2438,2025-12-31,South America,151,172.0
2439,2026-01-01,Africa,11,145.0
2440,2026-01-01,Asia,27,146.0
2441,2026-01-01,Europe,13,143.0
2442,2026-01-01,North America,455,206.0
2443,2026-01-01,Oceania,1,94.0
2444,2026-01-01,South America,108,109.0
2445,2026-01-02,Africa,12,90.0
2446,2026-01-02,Asia,46,95.0
2447,2026-01-02,Europe,1,91.0
2448,2026-01-02,North America,681,186.0
2449,2026-01-02,Oceania,1,121.0
2450,2026-01-02,South America,172,146.0
2451,2026-01-03,Africa,8,132.0
2452,2026-01-03,Asia,17,132.0
2453,2026-01-03,Europe,8,127.0
2454,2026-01-03,North America,490,197.0
2455,2026-01-03,South America,107,115.0
2456,2026-01-04,Africa,7,116.0
2457,2026-01-04,Asia,20,94.0
2458,2026-01-04,Europe,5,93.0
2459,2026-01-04,North America,419,151.0
2460,2026-01-04,South America,91,163.0
2461,2026-01-05,Africa,24,96.0
2462,2026-01-05,Asia,66,90.0
2463,2026-01-05,Europe,15,91.0
2464,2026-01-05,North America,812,205.0
2465,2026-01-05,Oceania,1,204.0
2466,2026-01-05,South America,253,180.0
2467,2026-01-06,Africa,27,171.0
2468,2026-01-06,Asia,71,178.0
2469,2026-01-06,Europe,21,171.0
2470,2026-01-06,North America,1037,317.0
2471,2026-01-06,Oceania,1,202.0
2472,2026-01-06,South America,259,238.0
2473,2026-01-07,Africa,36,207.0
2474,2026-01-07,Asia,63,213.0
2475,2026-01-07,Europe,26,206.0
2476,2026-01-07,North America,1149,367.0
2477,2026-01-07,South America,274,258.0
2478,2026-01-08,Africa,42,264.0
2479,2026-01-08,Asia,88,240.0
2480,2026-01-08,Europe,21,238.0
2481,2026-01-08,North America,1169,396.0
2482,2026-01-08,Oceania,3,392.0
2483,2026-01-08,South America,276,268.0
2484,2026-01-09,Africa,28,232.0
2485,2026-01-09,Asia,52,234.0
2486,2026-01-09,Europe,19,224.0
2487,2026-01-09,North America,1053,371.0
2488,2026-01-09,South America,247,240.0
2489,2026-01-10,Africa,14,241.0
2490,2026-01-10,Asia,40,208.0
2491,2026-01-10,Europe,9,205.0
2492,2026-01-10,North America,709,299.0
2493,2026-01-10,South America,191,323.0
2494,2026-01-11,Africa,17,175.0
2495,2026-01-11,Asia,30,144.0
2496,2026-01-11,Europe,19,145.0
2497,2026-01-11,North America,569,221.0
2498,2026-01-11,South America,131,238.0
2499,2026-01-12,Africa,30,141.0
2500,2026-01-12,Asia,71,124.0
2501,2026-01-12,Europe,31,126.0
2502,2026-01-12,North America,946,257.0
2503,2026-01-12,South America,214,285.0
2504,2026-01-13,Africa,40,209.0
2505,2026-01-13,Asia,75,201.0
2506,2026-01-13,Europe,29,201.0
2507,2026-01-13,North America,1157,356.0
2508,2026-01-13,Oceania,2,352.0
2509,2026-01-13,South America,302,260.0
2510,2026-01-14,Africa,30,234.0
2511,2026-01-14,Asia,92,241.0
2512,2026-01-14,Europe,31,235.0
2513,2026-01-14,North America,1268,412.0
2514,2026-01-14,Oceania,2,247.0
2515,2026-01-14,South America,307,290.0
2516,2026-01-15,Africa,25,251.0
2517,2026-01-15,Asia,71,257.0
2518,2026-01-15,Europe,17,246.0
2519,2026-01-15,North America,1155,406.0
2520,2026-01-15,Oceania,1,225.0
2521,2026-01-15,South America,262,263.0
2522,2026-01-16,Africa,30,223.0
2523,2026-01-16,Asia,55,227.0
2524,2026-01-16,Europe,19,220.0
2525,2026-01-16,North America,1039,366.0
2526,2026-01-16,Oceania,3,201.0
2527,2026-01-16,South America,199,230.0
2528,2026-01-17,Africa,11,194.0
2529,2026-01-17,Asia,35,194.0
2530,2026-01-17,Europe,9,188.0
2531,2026-01-17,North America,753,293.0
2532,2026-01-17,Oceania,1,144.0
2533,2026-01-17,South America,145,165.0
2534,2026-01-18,Africa,11,138.0
2535,2026-01-18,Asia,18,139.0
2536,2026-01-18,Europe,5,135.0
2537,2026-01-18,North America,549,212.0
2538,2026-01-18,Oceania,1,104.0
2539,2026-01-18,South America,123,122.0
2540,2026-01-19,Africa,10,102.0
2541,2026-01-19,Asia,31,105.0
2542,2026-01-19,Europe,8,104.0
2543,2026-01-19,North America,658,197.0
2544,2026-01-19,Oceania,2,119.0
2545,2026-01-19,South America,142,139.0
2546,2026-01-20,Africa,50,129.0
2547,2026-01-20,Asia,68,137.0
2548,2026-01-20,Europe,20,135.0
2549,2026-01-20,North America,933,268.0
2550,2026-01-20,South America,216,204.0
2551,2026-01-21,Africa,37,209.0
2552,2026-01-21,Asia,89,202.0
2553,2026-01-21,Europe,14,197.0
2554,2026-01-21,North America,1079,341.0
2555,2026-01-21,South America,224,370.0
2556,2026-01-22,Africa,54,245.0
2557,2026-01-22,Asia,72,224.0
2558,2026-01-22,Europe,25,222.0
2559,2026-01-22,North America,1043,359.0
2560,2026-01-22,South America,272,396.0
2561,2026-01-23,Africa,41,247.0
2562,2026-01-23,Asia,67,225.0
2563,2026-01-23,Europe,27,221.0
2564,2026-01-23,North America,981,351.0
2565,2026-01-23,Oceania,1,347.0
2566,2026-01-23,South America,193,226.0
2567,2026-01-24,Africa,8,188.0
2568,2026-01-24,Asia,28,186.0
2569,2026-01-24,Europe,9,178.0
2570,2026-01-24,North America,550,253.0
2571,2026-01-24,South America,150,134.0
2572,2026-01-25,Africa,6,135.0
2573,2026-01-25,Asia,16,110.0
2574,2026-01-25,Europe,1,109.0
2575,2026-01-25,North America,261,142.0
2576,2026-01-25,South America,68,150.0
2577,2026-01-26,Africa,16,74.0
2578,2026-01-26,Asia,14,55.0
2579,2026-01-26,Europe,4,54.0
2580,2026-01-26,North America,529,128.0
2581,2026-01-26,Oceania,1,128.0
2582,2026-01-26,South America,115,107.0
2583,2026-01-27,Africa,21,100.0
2584,2026-01-27,Asia,73,108.0
2585,2026-01-27,Europe,13,108.0
2586,2026-01-27,North America,842,228.0
2587,2026-01-27,Oceania,1,152.0
2588,2026-01-27,South America,169,176.0
2589,2026-01-28,Africa,37,165.0
2590,2026-01-28,Asia,52,170.0
2591,2026-01-28,Europe,16,161.0
2592,2026-01-28,North America,958,296.0
2593,2026-01-28,South America,205,205.0
2594,2026-01-29,Africa,31,210.0
2595,2026-01-29,Asia,51,193.0
2596,2026-01-29,Europe,13,189.0
2597,2026-01-29,North America,992,324.0
2598,2026-01-29,South America,230,354.0
2599,2026-01-30,Africa,15,220.0
2600,2026-01-30,Asia,36,195.0
2601,2026-01-30,Europe,14,193.0
2602,2026-01-30,North America,950,321.0
2603,2026-01-30,Oceania,1,320.0
2604,2026-01-30,South America,198,206.0
2605,2026-01-31,Africa,19,176.0
2606,2026-01-31,Asia,24,177.0
2607,2026-01-31,Europe,8,173.0
2608,2026-01-31,North America,592,256.0
2609,2026-01-31,South America,129,139.0
2610,2026-02-01,Africa,5,139.0
2611,2026-02-01,Asia,18,114.0
2612,2026-02-01,Europe,9,112.0
2613,2026-02-01,North America,469,176.0
2614,2026-02-01,Oceania,1,175.0
2615,2026-02-01,South America,88,103.0
2616,2026-02-02,Africa,22,87.0
2617,2026-02-02,Asia,46,93.0
2618,2026-02-02,Europe,15,93.0
2619,2026-02-02,North America,760,200.0
2620,2026-02-02,Oceania,2,133.0
2621,2026-02-02,South America,167,157.0
2622,2026-02-03,Africa,22,148.0
2623,2026-02-03,Asia,58,153.0
2624,2026-02-03,Europe,13,148.0
2625,2026-02-03,North America,874,271.0
2626,2026-02-03,Oceania,1,162.0
2627,2026-02-03,South America,184,188.0
2628,2026-02-04,Africa,29,169.0
2629,2026-02-04,Asia,63,175.0
2630,2026-02-04,Europe,24,170.0
2631,2026-02-04,North America,876,293.0
2632,2026-02-04,Oceania,1,168.0
2633,2026-02-04,South America,173,193.0
2634,2026-02-05,Africa,19,169.0
2635,2026-02-05,Asia,39,171.0
2636,2026-02-05,Europe,22,165.0
2637,2026-02-05,North America,914,292.0
2638,2026-02-05,Oceania,1,167.0
2639,2026-02-05,South America,206,196.0
2640,2026-02-06,Africa,13,173.0
2641,2026-02-06,Asia,53,178.0
2642,2026-02-06,Europe,25,176.0
2643,2026-02-06,North America,832,292.0
2644,2026-02-06,Oceania,1,162.0
2645,2026-02-06,South America,201,190.0
2646,2026-02-07,Africa,15,163.0
2647,2026-02-07,Asia,20,164.0
2648,2026-02-07,Europe,12,158.0
2649,2026-02-07,North America,493,225.0
2650,2026-02-07,South America,97,120.0
2651,2026-02-08,Africa,10,121.0
2652,2026-02-08,Asia,12,94.0
2653,2026-02-08,Europe,3,92.0
2654,2026-02-08,North America,460,155.0
2655,2026-02-08,South America,86,166.0
2656,2026-02-09,Africa,19,98.0
2657,2026-02-09,Asia,40,90.0
2658,2026-02-09,Europe,14,91.0
